Cell ID,Cell Latitude,Cell Longitude,Cell Altitude,Hex Point 1 Lat,Hex Point 1 Long,Hex Point 2 Lat,Hex Point 2 Long,Hex Point 3 Lat,Hex Point 3 Long,Hex Point 4 Lat,Hex Point 4 Long,Hex Point 5 Lat,Hex Point 5 Long,Hex Point 6 Lat,Hex Point 6 Long,PSS
172,35.67490667,135.4628205,0,35.86148,135.579008,35.841643,135.299712,35.654986,135.184309,35.488503,135.347256,35.508254,135.625147,35.694574,135.741491,1
173,35.11464083,135.117977,343,35.301748,135.23231,35.281143,134.955356,35.093956,134.841797,34.927702,135.004253,34.948219,135.279827,35.135077,135.394319,1
174,34.552762,134.7786148,0,34.740409,134.891134,34.719046,134.61649,34.531322,134.504734,34.365281,134.666691,34.386555,134.939979,34.573959,135.052661,1
175,33.9892485,134.4446133,73,34.177444,134.555359,34.15533,134.282994,33.967061,134.173001,33.801218,134.33445,33.823241,134.605482,34.011197,134.716394,1
176,33.42407817,134.1158542,205,33.612828,134.224865,33.589973,133.954748,33.401152,133.84648,33.23549,134.007413,33.258255,134.27622,33.446771,134.385399,1
177,44.6194695,142.3130322,115,44.797859,142.467427,44.792867,142.144959,44.614318,141.991538,44.44127,142.159554,44.446232,142.480135,44.624271,142.63458,2
178,44.0839145,141.8553205,131,44.262752,142.006986,44.256778,141.687428,44.077787,141.536724,43.905266,141.70455,43.911205,142.022255,44.089699,142.17398,2
179,43.5470085,141.4056672,379,43.726298,141.554668,43.719359,141.237983,43.539922,141.089931,43.367907,141.25754,43.374806,141.572406,43.553759,141.721475,2
180,43.0087385,140.9638797,601,43.188484,141.11028,43.180597,140.796429,43.000709,140.650966,42.82918,140.818333,42.837023,141.130397,43.016438,141.276873,2
181,42.46909217,140.5297727,0,42.649298,140.673633,42.640479,140.362581,42.460135,140.219645,42.289072,140.386746,42.297843,140.696043,42.477726,140.839988,2
182,41.928056,140.1031655,0,42.108727,140.244546,42.09899,139.936255,41.918187,139.795787,41.74757,139.962599,41.757254,140.269167,41.937608,140.410639,2
183,37.54794233,136.9401765,0,37.732519,137.063678,37.715925,136.776196,37.531251,136.653514,37.36354,136.817351,37.380057,137.10334,37.564362,137.22698,2
184,36.9937035,136.573706,0,37.178794,136.695196,37.161396,136.410161,36.976212,136.289479,36.808785,136.452877,36.826105,136.736445,37.010929,136.858078,2
185,36.43791,136.2131787,0,36.623521,136.332702,36.605329,136.050081,36.419628,135.931355,36.25247,136.094301,36.270581,136.375481,36.455931,136.495152,2
186,35.880543,135.8584615,0,36.066681,135.976063,36.047705,135.695823,35.86148,135.579008,35.694574,135.741491,35.713468,136.020316,35.89935,136.138068,2
187,35.32158183,135.5094247,778,35.508254,135.625147,35.488503,135.347256,35.301748,135.23231,35.135077,135.394319,35.154744,135.67082,35.341165,135.786696,2
188,34.761006,135.1659422,225,34.948219,135.279827,34.927702,135.004253,34.740409,134.891134,34.573959,135.052661,34.59439,135.326868,34.781357,135.44091,2
189,34.19879417,134.8278912,0,34.386555,134.939979,34.365281,134.666691,34.177444,134.555359,34.011197,134.716394,34.032384,134.988338,34.219904,135.100586,2
190,33.63492467,134.4951518,157,33.823241,134.605482,33.801218,134.33445,33.612828,134.224865,33.446771,134.385399,33.468705,134.655111,33.656785,134.765604,2
191,33.069375,134.167609,0,33.258255,134.27622,33.23549,134.007413,33.046541,133.899537,32.880656,134.059563,32.90333,134.327072,33.091978,134.435849,0
192,44.80199,142.7899455,0,44.979897,142.94624,44.97593,142.622746,44.797859,142.467427,44.624271,142.63458,44.628214,142.956173,44.805769,143.112507,0
193,44.26787183,142.3266042,314,44.446232,142.480135,44.44127,142.159554,44.262752,142.006986,44.089699,142.17398,44.094632,142.492695,44.272646,142.646275,0
194,43.73238867,141.8714225,47,43.911205,142.022255,43.905266,141.70455,43.726298,141.554668,43.553759,141.721475,43.559663,142.037348,43.738141,142.188239,0
195,43.19552917,141.4242073,5,43.374806,141.572406,43.367907,141.25754,43.188484,141.11028,43.016438,141.276873,43.023298,141.58994,43.202242,141.738205,0
196,42.657282,140.9847705,677,42.837023,141.130397,42.82918,140.818333,42.649298,140.673633,42.477726,140.839988,42.485525,141.150285,42.66494,141.295987,0
197,42.11763367,140.5529293,0,42.297843,140.696043,42.289072,140.386746,42.108727,140.244546,41.937608,140.410639,41.946331,140.718202,42.126221,140.8614,0
198,41.57657183,140.128506,539,41.757254,140.269167,41.74757,139.962599,41.566757,139.82284,41.396072,139.98865,41.405705,140.293514,41.586073,140.434266,0
199,37.19540717,136.9803745,0,37.380057,137.10334,37.36354,136.817351,37.178794,136.695196,37.010929,136.858078,37.027371,137.14259,37.211752,137.265692,0
200,36.64093267,136.6154717,0,36.826105,136.736445,36.808785,136.452877,36.623521,136.332702,36.455931,136.495152,36.473173,136.77727,36.658081,136.898384,0
201,36.08488117,136.256455,10,36.270581,136.375481,36.25247,136.094301,36.066681,135.976063,35.89935,136.138068,35.917382,136.417823,36.102823,136.536994,0
202,35.52723283,135.9031933,13,35.713468,136.020316,35.694574,135.741491,35.508254,135.625147,35.341165,135.786696,35.359977,136.06412,35.545959,136.18139,0
203,34.96796783,135.555559,407,35.154744,135.67082,35.135077,135.394319,34.948219,135.279827,34.781357,135.44091,34.800941,135.716033,34.987469,135.831445,0
204,34.40706517,135.2134278,0,34.59439,135.326868,34.573959,135.052661,34.386555,134.939979,34.219904,135.100586,34.240251,135.373439,34.427332,135.487034,0
205,33.8445035,134.8766787,0,34.032384,134.988338,34.011197,134.716394,33.823241,134.605482,33.656785,134.765604,33.677886,135.036218,33.865528,135.148036,0
206,44.45033733,142.800765,615,44.628214,142.956173,44.624271,142.63458,44.446232,142.480135,44.272646,142.646275,44.276566,142.96599,44.454095,143.121437,1
207,43.91629383,142.3400188,148,44.094632,142.492695,44.089699,142.17398,43.911205,142.022255,43.738141,142.188239,43.743045,142.50511,43.921041,142.657834,1
208,43.38086067,141.887339,42,43.559663,142.037348,43.553759,141.721475,43.374806,141.572406,43.202242,141.738205,43.208113,142.052267,43.386581,142.202333,1
209,42.84402717,141.4425362,172,43.023298,141.58994,43.016438,141.276873,42.837023,141.130397,42.66494,141.295987,42.671761,141.607275,42.850703,141.754745,1
210,42.30578167,141.005425,52,42.485525,141.150285,42.477726,140.839988,42.297843,140.696043,42.126221,140.8614,42.133977,141.16995,42.313398,141.314884,1
211,41.7661115,140.5758263,87,41.946331,140.718202,41.937608,140.410639,41.757254,140.269167,41.586073,140.434266,41.59475,140.740113,41.774653,140.882571,1
212,41.22500417,140.1535652,0,41.405705,140.293514,41.396072,139.98865,41.215242,139.849593,41.044484,140.014412,41.054066,140.317592,41.234456,140.45763,1
213,40.68244567,139.7384713,0,40.863632,139.87605,40.853104,139.573849,40.671793,139.437151,40.501439,139.601671,40.511912,139.902216,40.692794,140.039891,1
214,37.395787,137.3894668,0,37.579993,137.513919,37.564362,137.22698,37.380057,137.10334,37.211752,137.265692,37.227311,137.551144,37.411247,137.675726,1
215,36.84264133,137.0201558,0,37.027371,137.14259,37.010929,136.858078,36.826105,136.736445,36.658081,136.898384,36.674449,137.181435,36.858913,137.304003,1
216,36.28791383,136.6568078,367,36.473173,136.77727,36.455931,136.495152,36.270581,136.375481,36.102823,136.536994,36.119988,136.817675,36.304987,136.938275,1
217,35.73158717,136.29929,810,35.917382,136.417823,35.89935,136.138068,35.713468,136.020316,35.545959,136.18139,35.563912,136.459734,35.749452,136.578409,1
218,35.1736405,135.9474727,81,35.359977,136.06412,35.341165,135.786696,35.154744,135.67082,34.987469,135.831445,35.006201,136.107481,35.192287,136.224274,1
219,34.61405483,135.6012308,14,34.800941,135.716033,34.781357,135.44091,34.59439,135.326868,34.427332,135.487034,34.446834,135.760794,34.633475,135.875746,1
220,34.0528085,135.2604413,38,34.240251,135.373439,34.219904,135.100586,34.032384,134.988338,33.865528,135.148036,33.885791,135.419549,34.072993,135.5327,1
221,44.63129967,143.2778055,0,44.808688,143.435103,44.805769,143.112507,44.628214,142.956173,44.454095,143.121437,44.456997,143.442144,44.634035,143.599469,2
222,44.09871217,142.8114585,563,44.276566,142.96599,44.272646,142.646275,44.094632,142.492695,43.921041,142.657834,43.924939,142.975694,44.102449,143.130263,2
223,43.5647215,142.3532785,451,43.743045,142.50511,43.738141,142.188239,43.559663,142.037348,43.386581,142.202333,43.391456,142.517381,43.569443,142.66926,2
224,43.02931717,141.9030732,143,43.208113,142.052267,43.202242,141.738205,43.023298,141.58994,42.850703,141.754745,42.856541,142.067016,43.035006,142.216266,2
225,42.49248917,141.460657,0,42.671761,141.607275,42.66494,141.295987,42.485525,141.150285,42.313398,141.314884,42.320182,141.624414,42.499129,141.771097,2
226,41.95422517,141.0258477,0,42.133977,141.16995,42.126221,140.8614,41.946331,140.718202,41.774653,140.882571,41.782368,141.189394,41.961801,141.333569,2
227,41.41451333,140.5984683,0,41.59475,140.740113,41.586073,140.434266,41.405705,140.293514,41.234456,140.45763,41.243086,140.761781,41.42301,140.903506,2
228,40.87334117,140.1783475,0,41.054066,140.317592,41.044484,140.014412,40.863632,139.87605,40.692794,140.039891,40.702326,140.341404,40.882745,140.480736,2
229,40.33069433,139.7653173,0,40.511912,139.902216,40.501439,139.601671,40.320098,139.465642,40.149653,139.629188,40.160073,139.928097,40.340991,140.06509,2
230,38.145076,138.1809192,0,38.328316,138.30896,38.314405,138.018609,38.131059,137.891394,37.962008,138.053581,37.975853,138.342406,38.158815,138.470565,2
231,37.0430275,137.427238,0,37.227311,137.551144,37.211752,137.265692,37.027371,137.14259,36.858913,137.304003,36.874401,137.587983,37.058417,137.712016,2
232,36.489634,137.059527,511,36.674449,137.181435,36.658081,136.898384,36.473173,136.77727,36.304987,136.938275,36.321281,137.219879,36.505833,137.341919,2
233,35.934637,136.6977212,565,36.119988,136.817675,36.102823,136.536994,35.917382,136.417823,35.749452,136.578409,35.766541,136.857668,35.951636,136.977758,2
234,35.3780175,136.3416903,162,35.563912,136.459734,35.545959,136.18139,35.359977,136.06412,35.192287,136.224274,35.210164,136.50122,35.395806,136.619404,2
235,34.8197565,135.9913067,388,35.006201,136.107481,34.987469,135.831445,34.800941,135.716033,34.633475,135.875746,34.652128,136.150408,34.838325,136.266727,2
236,34.25983283,135.6464467,422,34.446834,135.760794,34.427332,135.487034,34.240251,135.373439,34.072993,135.5327,34.092414,135.805109,34.279173,135.919604,2
237,33.69822633,135.3069893,0,33.885791,135.419549,33.865528,135.148036,33.677886,135.036218,33.510821,135.195017,33.531002,135.465203,33.71833,135.577913,2
238,44.27963217,143.2857442,25,44.456997,143.442144,44.454095,143.121437,44.276566,142.96599,44.102449,143.130263,44.105334,143.449102,44.282352,143.605529,0
239,43.74710017,142.8220283,830,43.924939,142.975694,43.921041,142.657834,43.743045,142.50511,43.569443,142.66926,43.573317,142.985285,43.750816,143.138987,0
240,43.21314117,142.3663855,233,43.391456,142.517381,43.386581,142.202333,43.208113,142.052267,43.035006,142.216266,43.039854,142.529512,43.217837,142.680554,0
241,42.67774533,141.9186287,70,42.856541,142.067016,42.850703,141.754745,42.671761,141.607275,42.499129,141.771097,42.504935,142.081598,42.683403,142.230041,0
242,41.6026,141.0460417,0,41.782368,141.189394,41.774653,140.882571,41.59475,140.740113,41.42301,140.903506,41.430683,141.208621,41.610136,141.352045,0
243,41.062827,140.6208593,93,41.243086,140.761781,41.234456,140.45763,41.054066,140.317592,40.882745,140.480736,40.891329,140.783208,41.07128,140.924209,0
244,40.52157033,140.2028572,212,40.702326,140.341404,40.692794,140.039891,40.511912,139.902216,40.340991,140.06509,40.350473,140.364955,40.530926,140.503587,0
245,39.97881667,139.791871,0,40.160073,139.928097,40.149653,139.629188,39.968275,139.493823,39.797735,139.656407,39.808102,139.953696,39.989062,140.090015,0
246,38.34143133,138.5994293,0,38.524219,138.729005,38.511212,138.437708,38.328316,138.30896,38.158815,138.470565,38.171759,138.760326,38.354267,138.890012,0
247,37.79254417,138.2149482,0,37.975853,138.342406,37.962008,138.053581,37.778595,137.926939,37.609405,138.088185,37.623185,138.375502,37.806219,138.503076,0
248,37.24208383,137.8367247,0,37.425919,137.962113,37.411247,137.675726,37.227311,137.551144,37.058417,137.712016,37.073022,137.99692,37.256587,138.122429,0
249,36.69003367,137.4646187,705,36.874401,137.587983,36.858913,137.304003,36.674449,137.181435,36.505833,137.341919,36.521252,137.624441,36.705354,137.747931,0
250,36.13637567,137.0984937,103,36.321281,137.219879,36.304987,136.938275,36.119988,136.817675,35.951636,136.977758,35.967858,137.25793,36.152504,137.379445,0
251,35.58109167,136.7382182,189,35.766541,136.857668,35.749452,136.578409,35.563912,136.459734,35.395806,136.619404,35.412822,136.897255,35.598017,137.016839,0
252,35.024163,136.3836625,114,35.210164,136.50122,35.192287,136.224274,35.006201,136.107481,34.838325,136.266727,34.856125,136.542289,35.041876,136.659984,0
253,34.46557,136.034702,519,34.652128,136.150408,34.633475,135.875746,34.446834,135.760794,34.279173,135.919604,34.297748,136.192906,34.484062,136.308754,0
254,33.90529233,135.6912137,977,34.092414,135.805109,34.072993,135.5327,33.885791,135.419549,33.71833,135.577913,33.737672,135.848985,33.924554,135.963026,0
255,25.8716815,131.3957248,0,26.06754,131.487962,26.038098,131.244163,25.842195,131.152545,25.675955,131.30393,25.70531,131.546669,25.900991,131.63908,0
256,43.9279855,143.2935907,575,44.105334,143.449102,44.102449,143.130263,43.924939,142.975694,43.750816,143.138987,43.753684,143.45598,43.930691,143.611518,1
257,43.39548767,142.8324762,919,43.573317,142.985285,43.569443,142.66926,43.391456,142.517381,43.217837,142.680554,43.221689,142.994766,43.399184,143.147611,1
258,42.86153983,142.3793433,670,43.039854,142.529512,43.035006,142.216266,42.856541,142.067016,42.683403,142.230041,42.688225,142.541505,42.86621,142.69172,1
259,42.32613217,141.934008,0,42.504935,142.081598,42.499129,141.771097,42.320182,141.624414,42.147507,141.787264,42.15328,142.096015,42.33176,142.24366,1
260,41.25089383,141.0660112,177,41.430683,141.208621,41.42301,140.903506,41.243086,140.761781,41.07128,140.924209,41.078913,141.227635,41.258391,141.370315,1
261,40.71104033,140.6430033,81,40.891329,140.783208,40.882745,140.480736,40.702326,140.341404,40.530926,140.503587,40.539466,140.804401,40.71945,140.944684,1
262,40.16968083,140.2270992,56,40.350473,140.364955,40.340991,140.06509,40.160073,139.928097,39.989062,140.090015,39.998496,140.388249,40.17899,140.526189,1
263,39.62680133,139.8181372,0,39.808102,139.953696,39.797735,139.656407,39.616314,139.521699,39.445673,139.683332,39.455988,139.979019,39.636996,140.11467,1
264,37.98890483,138.6313488,0,38.171759,138.760326,38.158815,138.470565,37.975853,138.342406,37.806219,138.503076,37.819103,138.791317,38.00168,138.920403,1
265,37.4398025,138.248621,0,37.623185,138.375502,37.609405,138.088185,37.425919,137.962113,37.256587,138.122429,37.270304,138.408251,37.453415,138.535246,1
266,36.889105,137.8720887,415,37.073022,137.99692,37.058417,137.712016,36.874401,137.587983,36.705354,137.747931,36.719893,138.031366,36.903543,138.156316,1
267,36.3367955,137.5016138,142,36.521252,137.624441,36.505833,137.341919,36.321281,137.219879,36.152504,137.379445,36.167854,137.660524,36.352049,137.783475,1
268,35.78285583,137.1370627,640,35.967858,137.25793,35.951636,136.977758,35.766541,136.857668,35.598017,137.016839,35.614169,137.295593,35.798914,137.416588,1
269,35.22726817,136.7783048,2,35.412822,136.897255,35.395806,136.619404,35.210164,136.50122,35.041876,136.659984,35.058819,136.936442,35.244122,137.055524,1
270,34.67001333,136.4252135,13,34.856125,136.542289,34.838325,136.266727,34.652128,136.150408,34.484062,136.308754,34.501787,136.582946,34.687653,136.700157,1
271,34.11107167,136.0776647,557,34.297748,136.192906,34.279173,135.919604,34.092414,135.805109,33.924554,135.963026,33.943053,136.234981,34.129488,136.350362,1
272,33.5504235,135.7355383,85,33.737672,135.848985,33.71833,135.577913,33.531002,135.465203,33.363332,135.622681,33.382597,135.892429,33.569608,136.006019,1
273,44.10736583,143.7679678,0,44.284218,143.925337,44.282352,143.605529,44.105334,143.449102,43.930691,143.611518,43.932546,143.929468,44.109054,144.086853,2
274,43.57634533,143.3013465,104,43.753684,143.45598,43.750816,143.138987,43.573317,142.985285,43.399184,143.147611,43.402035,143.462778,43.579036,143.617438,2
275,43.0438615,142.8428042,187,43.221689,142.994766,43.217837,142.680554,43.039854,142.529512,42.86621,142.69172,42.870041,143.004138,43.047538,143.156135,2
276,42.5099045,142.3921543,246,42.688225,142.541505,42.683403,142.230041,42.504935,142.081598,42.33176,142.24366,42.336554,142.553363,42.51455,142.702759,2
277,41.43753183,141.5138072,0,41.616847,141.658117,41.610136,141.352045,41.430683,141.208621,41.258391,141.370315,41.265066,141.674687,41.444068,141.819058,2
278,40.89909483,141.0857598,0,41.078913,141.227635,41.07128,140.924209,40.891329,140.783208,40.71945,140.944684,40.727043,141.246439,40.906554,141.388384,2
279,40.35914167,140.6649045,311,40.539466,140.804401,40.530926,140.503587,40.350473,140.364955,40.17899,140.526189,40.187486,140.825361,40.367509,140.964934,2
280,39.81766033,140.2510778,556,39.998496,140.388249,39.989062,140.090015,39.808102,139.953696,39.636996,140.11467,39.646383,140.411291,39.826923,140.548546,2
281,39.27463683,139.8441203,0,39.455988,139.979019,39.445673,139.683332,39.264202,139.549275,39.093456,139.709967,39.10372,140.00407,39.284782,140.139059,2
282,38.730058,139.4438768,0,38.91193,139.576555,38.900746,139.283381,38.71876,139.151535,38.548355,139.311928,38.559485,139.603544,38.741072,139.736318,2
283,37.63617533,138.6629333,0,37.819103,138.791317,37.806219,138.503076,37.623185,138.375502,37.453415,138.535246,37.466238,138.821984,37.648892,138.950475,2
284,37.08684067,138.2819432,13,37.270304,138.408251,37.256587,138.122429,37.073022,137.99692,36.903543,138.156316,36.917197,138.440661,37.100391,138.567082,2
285,36.53588883,137.9070873,805,36.719893,138.031366,36.705354,137.747931,36.521252,137.624441,36.352049,137.783475,36.366522,138.065457,36.550263,138.189854,2
286,35.98330267,137.5382302,139,36.167854,137.660524,36.152504,137.379445,35.967858,137.25793,35.798914,137.416588,35.814197,137.696239,35.998489,137.818655,2
287,35.4290645,137.1752397,358,35.614169,137.295593,35.598017,137.016839,35.412822,136.897255,35.244122,137.055524,35.260203,137.332874,35.445054,137.453353,2
288,34.873156,136.8179877,0,35.058819,136.936442,35.041876,136.659984,34.856125,136.542289,34.687653,136.700157,34.704524,136.975235,34.889939,137.093819,2
289,34.3155585,136.4663488,378,34.501787,136.582946,34.484062,136.308754,34.297748,136.192906,34.129488,136.350362,34.14714,136.623197,34.333126,136.739928,2
290,33.75625217,136.1202017,0,33.943053,136.234981,33.924554,135.963026,33.737672,135.848985,33.569608,136.006019,33.588032,136.276641,33.774594,136.391558,2
291,24.55630933,131.240649,0,24.753354,131.331054,24.723411,131.091181,24.526324,131.001377,24.359391,131.150671,24.38925,131.389518,24.586126,131.480093,0
292,44.28522917,144.245161,0,44.46158,144.404399,44.460739,144.083632,44.284218,143.925337,44.109054,144.086853,44.10989,144.405751,44.285894,144.564994,0
293,43.7557035,143.7729988,160,43.932546,143.929468,43.930691,143.611518,43.753684,143.45598,43.579036,143.617438,43.580881,143.933552,43.757383,144.090037,0
294,43.22469917,143.3090132,275,43.402035,143.462778,43.399184,143.147611,43.221689,142.994766,43.047538,143.156135,43.050373,143.469499,43.227376,143.62329,0
295,42.69220833,142.853015,171,42.870041,143.004138,42.86621,142.69172,42.688225,142.541505,42.51455,142.702759,42.518359,143.013405,42.695865,143.164563,0
296,42.15822183,142.4048205,0,42.336554,142.553363,42.33176,142.24366,42.15328,142.096015,41.980063,142.257125,41.984831,142.565087,42.162843,142.713673,0
297,41.08572383,141.5311308,0,41.265066,141.674687,41.258391,141.370315,41.078913,141.227635,40.906554,141.388384,40.913193,141.691074,41.092226,141.83469,0
298,40.5471905,141.1052913,195,40.727043,141.246439,40.71945,140.944684,40.539466,140.804401,40.367509,140.964934,40.375063,141.265037,40.554612,141.406253,0
299,40.00711933,140.6865672,904,40.187486,140.825361,40.17899,140.526189,39.998496,140.388249,39.826923,140.548546,39.835376,140.846094,40.015445,140.984964,0
300,39.46549767,140.2747972,106,39.646383,140.411291,39.636996,140.11467,39.455988,139.979019,39.284782,140.139059,39.294122,140.434084,39.474715,140.57066,0
301,38.922312,139.8698248,0,39.10372,140.00407,39.093456,139.709967,38.91193,139.576555,38.741072,139.736318,38.751286,140.028853,38.932408,140.163186,0
302,38.37754883,139.4714972,176,38.559485,139.603544,38.548355,139.311928,38.366306,139.180703,38.19578,139.340172,38.206856,139.630247,38.388511,139.762389,0
303,37.83119417,139.0796665,0,38.013662,139.209564,38.00168,138.920403,37.819103,138.791317,37.648892,138.950475,37.660818,139.238121,37.84301,139.368119,0
304,37.2832325,138.6941875,110,37.466238,138.821984,37.453415,138.535246,37.270304,138.408251,37.100391,138.567082,37.113156,138.85233,37.295891,138.980232,0
305,36.73364817,138.3149198,348,36.917197,138.440661,36.903543,138.156316,36.719893,138.031366,36.550263,138.189854,36.563855,138.472735,36.747138,138.598587,0
306,36.18242467,137.941726,623,36.366522,138.065457,36.352049,137.783475,36.167854,137.660524,35.998489,137.818655,36.012899,138.099199,36.196735,138.223046,0
307,35.629545,137.5744732,123,35.814197,137.696239,35.798914,137.416588,35.614169,137.295593,35.445054,137.453353,35.46027,137.73159,35.644666,137.853476,0
308,35.0749915,137.2130307,96,35.260203,137.332874,35.244122,137.055524,35.058819,136.936442,34.889939,137.093819,34.905952,137.369779,35.090914,137.489746,0
309,34.518746,136.8572727,4,34.704524,136.975235,34.687653,136.700157,34.501787,136.582946,34.333126,136.739928,34.349927,137.01364,34.535459,137.13173,0
310,33.960789,136.5070753,0,34.14714,136.623197,34.129488,136.350362,33.943053,136.234981,33.774594,136.391558,33.792174,136.66305,33.978285,136.779304,0
311,43.93354983,144.2474343,128,44.10989,144.405751,44.109054,144.086853,43.932546,143.929468,43.757383,144.090037,43.758214,144.407088,43.934212,144.565409,1
312,43.40404167,143.7779718,352,43.580881,143.933552,43.579036,143.617438,43.402035,143.462778,43.227376,143.62329,43.229209,143.937589,43.405713,144.093184,1
313,42.87303267,143.3165922,145,43.050373,143.469499,43.047538,143.156135,42.870041,143.004138,42.695865,143.164563,42.698684,143.476143,42.875695,143.629075,1
314,42.340515,142.8631102,633,42.518359,143.013405,42.51455,142.702759,42.336554,142.553363,42.162843,142.713673,42.166631,143.022566,42.344153,143.172895,1
315,40.73381767,141.5482633,0,40.913193,141.691074,40.906554,141.388384,40.727043,141.246439,40.554612,141.406253,40.561217,141.70728,40.740287,141.85015,1
316,40.1951695,141.1246095,305,40.375063,141.265037,40.367509,140.964934,40.187486,140.825361,40.015445,140.984964,40.02296,141.283433,40.202554,141.423928,1
317,39.65496167,140.707995,225,39.835376,140.846094,39.826923,140.548546,39.646383,140.411291,39.474715,140.57066,39.483126,140.866603,39.663247,141.004776,1
318,39.11318133,140.2982615,253,39.294122,140.434084,39.284782,140.139059,39.10372,140.00407,38.932408,140.163186,38.941702,140.456633,39.122354,140.592537,1
319,38.56981567,139.8952553,361,38.751286,140.028853,38.741072,139.736318,38.559485,139.603544,38.388511,139.762389,38.398676,140.053372,38.579864,140.187056,1
320,38.02485067,139.4988258,134,38.206856,139.630247,38.19578,139.340172,38.013662,139.209564,37.84301,139.368119,37.854034,139.656669,38.035762,139.788184,1
321,37.47827267,139.1088273,302,37.660818,139.238121,37.648892,138.950475,37.466238,138.821984,37.295891,138.980232,37.307762,139.26638,37.490035,139.395772,1
322,36.93006567,138.725117,107,37.113156,138.85233,37.100391,138.567082,36.917197,138.440661,36.747138,138.598587,36.759845,138.882362,36.942667,139.00968,1
323,36.3802145,138.3475565,749,36.563855,138.472735,36.550263,138.189854,36.366522,138.065457,36.196735,138.223046,36.210267,138.50448,36.393645,138.629767,1
324,35.8287025,137.9760108,650,36.012899,138.099199,35.998489,137.818655,35.814197,137.696239,35.644666,137.853476,35.659013,138.132597,35.842951,138.255899,1
325,35.27551267,137.6103485,985,35.46027,137.73159,35.445054,137.453353,35.260203,137.332874,35.090914,137.489746,35.106065,137.766584,35.29057,137.887944,1
326,34.720627,137.2504418,0,34.905952,137.369779,34.889939,137.093819,34.704524,136.975235,34.535459,137.13173,34.551405,137.406314,34.736483,137.525774,1
327,34.164028,136.8961657,0,34.349927,137.01364,34.333126,136.739928,34.14714,136.623197,33.978285,136.779304,33.995017,137.051662,34.180673,137.169263,1
328,44.10987283,144.724654,0,44.285705,144.884829,44.285894,144.564994,44.10989,144.405751,43.934212,144.565409,43.934024,144.883386,44.109512,145.043555,2
329,43.58187783,144.2496817,309,43.758214,144.407088,43.757383,144.090037,43.580881,143.933552,43.405713,144.093184,43.406539,144.408409,43.582537,144.56582,2
330,43.052367,143.7828878,326,43.229209,143.937589,43.227376,143.62329,43.050373,143.469499,42.875695,143.629075,42.877519,143.941579,43.05403,144.096295,2
331,42.52133317,143.3240853,70,42.698684,143.476143,42.695865,143.164563,42.518359,143.013405,42.344153,143.172895,42.346956,143.482712,42.523982,143.634794,2
332,41.988769,142.8730917,0,42.166631,143.022566,42.162843,142.713673,41.984831,142.565087,41.811076,142.724465,41.814845,143.031625,41.992388,143.181134,2
333,40.3818015,141.5652082,319,40.561217,141.70728,40.554612,141.406253,40.375063,141.265037,40.202554,141.423928,40.209125,141.72331,40.388238,141.865441,2
334,39.84302,141.1437173,232,40.02296,141.283433,40.015445,140.984964,39.835376,140.846094,39.663247,141.004776,39.670724,141.301628,39.850368,141.441409,2
335,39.30265717,140.7291915,279,39.483126,140.866603,39.474715,140.57066,39.294122,140.434084,39.122354,140.592537,39.130724,140.886891,39.310902,141.024374,2
336,38.7607005,140.321475,139,38.941702,140.456633,38.932408,140.163186,38.751286,140.028853,38.579864,140.187056,38.589113,140.478942,38.76983,140.61418,2
337,38.217137,139.9204162,719,38.398676,140.053372,38.388511,139.762389,38.206856,139.630247,38.035762,139.788184,38.045879,140.077632,38.227138,140.210673,2
338,37.67195283,139.5258668,246,37.854034,139.656669,37.84301,139.368119,37.660818,139.238121,37.490035,139.395772,37.501007,139.682813,37.682813,139.813707,2
339,37.12513367,139.1376838,941,37.307762,139.26638,37.295891,138.980232,37.113156,138.85233,36.942667,139.00968,36.954484,139.294344,37.136842,139.423137,2
340,36.5766645,138.7557265,711,36.759845,138.882362,36.747138,138.598587,36.563855,138.472735,36.393645,138.629767,36.406294,138.912085,36.58921,139.038823,2
341,36.02652933,138.3798583,200,36.210267,138.50448,36.196735,138.223046,36.012899,138.099199,35.842951,138.255899,35.856423,138.535899,36.039901,138.660627,2
342,35.47471217,138.0099468,132,35.659013,138.132597,35.644666,137.853476,35.46027,137.73159,35.29057,137.887944,35.304854,138.165656,35.4889,138.288418,2
343,34.9211955,137.6458622,502,35.106065,137.766584,35.090914,137.489746,34.905952,137.369779,34.736483,137.525774,34.75157,137.801226,34.936189,137.922064,2
344,44.28466117,145.2046578,0,44.45998,145.366701,44.4612,145.045941,44.285705,144.884829,44.109512,145.043555,44.108299,145.362447,44.283271,145.524474,0
345,43.75819583,144.7241433,135,43.934024,144.883386,43.934212,144.565409,43.758214,144.407088,43.582537,144.56582,43.58235,144.88196,43.757838,145.041197,0
346,43.23019983,144.251903,133,43.406539,144.408409,43.405713,144.093184,43.229209,143.937589,43.05403,144.096295,43.054851,144.409715,43.230857,144.566226,0
347,42.700666,143.7877478,0,42.877519,143.941579,42.875695,143.629075,42.698684,143.476143,42.523982,143.634794,42.525795,143.945525,42.702321,144.099371,0
348,42.16958783,143.3314938,0,42.346956,143.482712,42.344153,143.172895,42.166631,143.022566,41.992388,143.181134,41.995176,143.489207,42.172223,143.640449,0
349,40.02966367,141.5819682,923,40.209125,141.72331,40.202554,141.423928,40.02296,141.283433,39.850368,141.441409,39.856906,141.739165,40.036069,141.880564,0
