Cell ID,Cell Latitude,Cell Longitude,Cell Altitude,Hex Point 1 Lat,Hex Point 1 Long,Hex Point 2 Lat,Hex Point 2 Long,Hex Point 3 Lat,Hex Point 3 Long,Hex Point 4 Lat,Hex Point 4 Long,Hex Point 5 Lat,Hex Point 5 Long,Hex Point 6 Lat,Hex Point 6 Long,PSS,GW Site
1020,43.56564183,-114.1303303,1879.0,43.776961,-114.18709,43.63575,-114.41265,43.42473,-114.355313,43.354674,-114.073919,43.495236,-113.84859,43.7065,-113.90442,2,19
1021,42.93244133,-113.9621315,1289.0,43.143609,-114.017854,43.002839,-114.24169,42.791963,-114.185399,42.721617,-113.906749,42.861754,-113.683143,43.072866,-113.737954,2,19
1022,42.299637,-113.7969888,1415.0,42.510684,-113.851702,42.370329,-114.073839,42.159565,-114.018564,42.088926,-113.742606,42.228663,-113.520702,42.439655,-113.57452,2,19
1023,41.66713917,-113.6348205,1686.0,41.878094,-113.688551,41.738128,-113.909012,41.527448,-113.854727,41.456512,-113.581412,41.595876,-113.361184,41.806777,-113.414037,2,19
1024,41.03486133,-113.4755478,1282.0,41.245754,-113.528322,41.10615,-113.747129,40.895526,-113.693809,40.82429,-113.423087,40.963305,-113.204514,41.174143,-113.256426,2,19
1025,40.4027205,-113.3190943,1299.0,40.613577,-113.370937,40.474313,-113.588113,40.263717,-113.535732,40.192177,-113.267557,40.330868,-113.050616,40.541671,-113.101611,2,19
1026,39.7706345,-113.1653873,1689.0,39.981483,-113.216322,39.842533,-113.43189,39.63194,-113.380424,39.560093,-113.11475,39.698482,-112.899417,39.909276,-112.949521,2,19
1027,39.13852567,-113.014356,1394.0,39.349391,-113.064407,39.210734,-113.278388,39.000117,-113.227812,38.92796,-112.964595,39.06607,-112.75085,39.276882,-112.800084,2,19
1028,38.50631683,-112.865931,1745.0,38.717225,-112.91512,38.578839,-113.127536,38.368172,-113.077829,38.295702,-112.817024,38.433554,-112.604845,38.644409,-112.653232,2,19
1029,37.87393333,-112.7200468,2252.0,38.084909,-112.768397,37.946772,-112.979267,37.736032,-112.930407,37.663245,-112.671972,37.80086,-112.461338,38.011782,-112.5089,2,19
1030,37.241303,-112.576639,2054.0,37.45237,-112.62417,37.314461,-112.833517,37.103625,-112.785482,37.030517,-112.529376,37.167916,-112.320266,37.378929,-112.367023,2,19
1031,36.60835433,-112.4356463,1973.0,36.819536,-112.482379,36.681836,-112.690222,36.470879,-112.642993,36.397448,-112.389175,36.534649,-112.181568,36.745778,-112.227541,2,19
1032,35.97501733,-112.2970083,1865.0,36.186337,-112.342963,36.048826,-112.549322,35.837725,-112.502877,35.763967,-112.251309,35.900991,-112.045186,36.112258,-112.090393,2,19
1033,35.34122517,-112.1606673,2056.0,35.552705,-112.205863,35.415364,-112.410757,35.204097,-112.365078,35.130009,-112.115721,35.266874,-111.911062,35.478302,-111.955523,2,19
1034,34.70690983,-112.0265672,1123.0,34.918572,-112.071022,34.781382,-112.274471,34.569928,-112.229539,34.495506,-111.982356,34.63223,-111.779141,34.843841,-111.822874,2,19
1035,34.072006,-111.8946535,1483.0,34.283872,-111.938385,34.146816,-112.140408,33.935153,-112.096206,33.860392,-111.851159,33.996994,-111.649371,34.208809,-111.692392,2,19
1036,33.43644933,-111.7648738,395.0,33.648541,-111.8079,33.5116,-112.008516,33.299706,-111.965024,33.224604,-111.722079,33.361102,-111.521698,33.573143,-111.564026,2,19
1037,32.80017567,-111.6371773,454.0,33.012514,-111.679514,32.875671,-111.878741,32.663526,-111.835945,32.588079,-111.595066,32.724488,-111.396074,32.936776,-111.437724,2,19
1038,32.163122,-111.5115145,736.0,32.375729,-111.553179,32.238966,-111.751034,32.026548,-111.708916,31.950752,-111.470071,32.08709,-111.272449,32.299647,-111.313438,2,19
1039,31.5252265,-111.387838,1248.0,31.738121,-111.428846,31.601423,-111.625347,31.388712,-111.583891,31.312563,-111.347046,31.448847,-111.150777,31.661693,-111.191121,2,19
1040,49.01668383,-115.4216162,1999.0,49.230878,-115.487595,49.085074,-115.729593,48.871262,-115.662958,48.802925,-115.356076,48.947913,-115.114298,49.162051,-115.179177,0,19
1041,48.37547067,-115.2262967,1251.0,48.58919,-115.290971,48.444112,-115.53101,48.230764,-115.465688,48.162175,-115.162048,48.30646,-114.922233,48.520123,-114.98583,0,19
1042,47.735598,-115.0348142,954.0,47.948887,-115.098222,47.804495,-115.336329,47.591566,-115.272284,47.522722,-114.97182,47.666343,-114.733939,47.879575,-114.796291,0,19
1043,47.0969365,-114.847059,1667.0,47.309837,-114.909237,47.166094,-115.14544,46.953542,-115.082633,46.884438,-114.785283,47.027432,-114.549309,47.240276,-114.610452,0,19
1044,46.45936267,-114.6629237,1925.0,46.671916,-114.723906,46.528784,-114.958232,46.31657,-114.89663,46.247202,-114.602332,46.389604,-114.368237,46.6021,-114.428205,0,19
1045,45.82275967,-114.4823072,2056.0,46.035003,-114.542128,45.892449,-114.774604,45.680534,-114.714172,45.610899,-114.422866,45.752743,-114.190623,45.96493,-114.24945,0,19
1046,45.18701467,-114.30511,1680.0,45.398986,-114.363802,45.256975,-114.594453,45.045324,-114.535159,44.975417,-114.246787,45.116736,-114.016371,45.32865,-114.074088,0,19
1047,44.55202033,-114.1312368,1918.0,44.763754,-114.188831,44.622256,-114.417683,44.410833,-114.359495,44.340652,-114.074002,44.481475,-113.845386,44.693152,-113.902024,0,19
1048,43.91767433,-113.9605968,2612.0,44.129205,-114.017123,43.988189,-114.244202,43.776961,-114.18709,43.7065,-113.90442,43.846859,-113.677579,44.058332,-113.733167,0,19
1049,43.28387717,-113.793102,1463.0,43.495236,-113.84859,43.354674,-114.073919,43.143609,-114.017854,43.072866,-113.737954,43.212788,-113.512864,43.42409,-113.567431,0,19
1050,42.65053433,-113.6286663,1267.0,42.861754,-113.683143,42.721617,-113.906749,42.510684,-113.851702,42.439655,-113.57452,42.579167,-113.351155,42.790329,-113.404729,0,19
1051,42.0175535,-113.4672082,1677.0,42.228663,-113.520702,42.088926,-113.742606,41.878094,-113.688551,41.806777,-113.414037,41.945904,-113.192373,42.156957,-113.24498,0,19
1052,41.384847,-113.3086483,1290.0,41.595876,-113.361184,41.456512,-113.581412,41.245754,-113.528322,41.174143,-113.256426,41.312912,-113.03644,41.523885,-113.088106,0,19
1053,40.75232883,-113.15291,1379.0,40.963305,-113.204514,40.82429,-113.423087,40.613577,-113.370937,40.541671,-113.101611,40.680105,-112.883281,40.891025,-112.93403,0,19
1054,40.1199165,-112.9999195,1326.0,40.330868,-113.050616,40.192177,-113.267557,39.981483,-113.216322,39.909276,-112.949521,40.0474,-112.732822,40.258295,-112.782679,0,19
1055,39.48752983,-112.8496058,1403.0,39.698482,-112.899417,39.560093,-113.11475,39.349391,-113.064407,39.276882,-112.800084,39.414717,-112.584995,39.625614,-112.633982,0,19
1056,38.85509033,-112.7018997,1460.0,39.06607,-112.75085,38.92796,-112.964595,38.717225,-112.91512,38.644409,-112.653232,38.781977,-112.43973,38.992901,-112.487871,0,19
1057,38.2225225,-112.5567348,2133.0,38.433554,-112.604845,38.295702,-112.817024,38.084909,-112.768397,38.011782,-112.5089,38.149106,-112.296964,38.360082,-112.344279,0,19
1058,37.58975217,-112.4140463,2265.0,37.80086,-112.461338,37.663245,-112.671972,37.45237,-112.62417,37.378929,-112.367023,37.516028,-112.156632,37.727081,-112.203143,0,19
1059,36.9567075,-112.2737727,1621.0,37.167916,-112.320266,37.030517,-112.529376,36.819536,-112.482379,36.745778,-112.227541,36.882672,-112.018674,37.093826,-112.0644,0,19
1060,36.32331733,-112.135853,2631.0,36.534649,-112.181568,36.397448,-112.389175,36.186337,-112.342963,36.112258,-112.090393,36.248967,-111.883029,36.460245,-111.92799,0,19
1061,35.689513,-112.00023,1947.0,35.900991,-112.045186,35.763967,-112.251309,35.552705,-112.205863,35.478302,-111.955523,35.614844,-111.749642,35.826269,-111.793857,0,19
1062,35.055227,-111.8668467,2139.0,35.266874,-111.911062,35.130009,-112.115721,34.918572,-112.071022,34.843841,-111.822874,34.980236,-111.618457,35.19183,-111.661944,0,19
1063,34.42039183,-111.7356482,1222.0,34.63223,-111.779141,34.495506,-111.982356,34.283872,-111.938385,34.208809,-111.692392,34.345074,-111.489419,34.55686,-111.532196,0,19
1064,33.78494333,-111.6065827,722.0,33.996994,-111.649371,33.860392,-111.851159,33.648541,-111.8079,33.573143,-111.564026,33.709296,-111.362478,33.921294,-111.404562,0,19
1065,33.1488165,-111.479598,468.0,33.361102,-111.521698,33.224604,-111.722079,33.012514,-111.679514,32.936776,-111.437724,33.072835,-111.237583,33.285068,-111.27899,0,19
1066,32.511948,-111.3546457,566.0,32.724488,-111.396074,32.588079,-111.595066,32.375729,-111.553179,32.299647,-111.313438,32.435628,-111.114685,32.648117,-111.155432,0,19
1067,31.87427417,-111.2316775,1596.0,32.08709,-111.272449,31.950752,-111.470071,31.738121,-111.428846,31.661693,-111.191121,31.797612,-110.993738,32.010377,-111.03384,0,19
1068,31.23573433,-111.1106462,1263.0,31.448847,-111.150777,31.312563,-111.347046,31.099631,-111.306467,31.022851,-111.070725,31.158726,-110.874695,31.371788,-110.914167,0,19
1069,48.7338025,-115.04985,1442.0,48.947913,-115.114298,48.802925,-115.356076,48.58919,-115.290971,48.520123,-114.98583,48.664306,-114.744283,48.878358,-114.807642,1,19
1070,48.0928075,-114.8590543,1074.0,48.30646,-114.922233,48.162175,-115.162048,47.948887,-115.098222,47.879575,-114.796291,48.023077,-114.55671,48.236671,-114.618822,1,19
1071,47.4531045,-114.6719938,875.0,47.666343,-114.733939,47.522722,-114.97182,47.309837,-114.909237,47.240276,-114.610452,47.383135,-114.372808,47.596314,-114.433707,1,19
1072,46.81456633,-114.488561,1652.0,47.027432,-114.549309,46.884438,-114.785283,46.671916,-114.723906,46.6021,-114.428205,46.744353,-114.19247,46.957159,-114.252193,1,19
1073,46.17707217,-114.308653,2419.0,46.389604,-114.368237,46.247202,-114.602332,46.035003,-114.542128,45.96493,-114.24945,46.106611,-114.015596,46.319083,-114.074175,1,19
1074,45.5405065,-114.1321705,2336.0,45.752743,-114.190623,45.610899,-114.422866,45.398986,-114.363802,45.32865,-114.074088,45.469792,-113.842088,45.681969,-113.899556,1,19
1075,44.9047585,-113.9590175,1320.0,45.116736,-114.016371,44.975417,-114.246787,44.763754,-114.188831,44.693152,-113.902024,44.833787,-113.671852,45.045705,-113.72824,1,19
1076,44.26972283,-113.7891018,2524.0,44.481475,-113.845386,44.340652,-114.074002,44.129205,-114.017123,44.058332,-113.733167,44.19849,-113.504798,44.410183,-113.560135,1,19
1077,43.6352975,-113.6223348,1945.0,43.846859,-113.677579,43.7065,-113.90442,43.495236,-113.84859,43.42409,-113.567431,43.563799,-113.340837,43.775301,-113.395152,1,19
1078,43.00138567,-113.4586305,1393.0,43.212788,-113.512864,43.072866,-113.737954,42.861754,-113.683143,42.790329,-113.404729,42.929617,-113.179886,43.14096,-113.233207,1,19
1079,42.36789317,-113.2979065,1377.0,42.579167,-113.351155,42.439655,-113.57452,42.228663,-113.520702,42.156957,-113.24498,42.295851,-113.021864,42.507066,-113.074218,1,19
1080,41.73472967,-113.1400827,1314.0,41.945904,-113.192373,41.806777,-113.414037,41.595876,-113.361184,41.523885,-113.088106,41.66241,-112.866692,41.873526,-112.918104,1,19
1081,41.10180733,-112.9850825,1296.0,41.312912,-113.03644,41.174143,-113.256426,40.963305,-113.204514,40.891025,-112.93403,41.029206,-112.714295,41.240253,-112.76479,1,19
1082,40.46904267,-112.8328313,1338.0,40.680105,-112.883281,40.541671,-113.101611,40.330868,-113.050616,40.258295,-112.782679,40.396156,-112.564599,40.607161,-112.614202,1,19
1083,39.83635267,-112.6832573,1481.0,40.0474,-112.732822,39.909276,-112.949521,39.698482,-112.899417,39.625614,-112.633982,39.763177,-112.417534,39.974167,-112.466268,1,19
1084,39.20365817,-112.5362918,1402.0,39.414717,-112.584995,39.276882,-112.800084,39.06607,-112.75085,38.992901,-112.487871,39.130189,-112.273032,39.34119,-112.320919,1,19
1085,38.570882,-112.3918672,2140.0,38.781977,-112.43973,38.644409,-112.653232,38.433554,-112.604845,38.360082,-112.344279,38.497116,-112.131028,38.708154,-112.178089,1,19
1086,37.93794883,-112.2499193,2566.0,38.149106,-112.296964,38.011782,-112.5089,37.80086,-112.461338,37.727081,-112.203143,37.863882,-111.991457,38.074982,-112.037714,1,19
1087,37.30478567,-112.110385,2180.0,37.516028,-112.156632,37.378929,-112.367023,37.167916,-112.320266,37.093826,-112.0644,37.230414,-111.854258,37.441601,-111.899731,1,19
1088,36.67132017,-111.9732045,1541.0,36.882672,-112.018674,36.745778,-112.227541,36.534649,-112.181568,36.460245,-111.92799,36.59664,-111.719373,36.807937,-111.764081,1,19
1089,36.03748267,-111.8383187,2258.0,36.248967,-111.883029,36.112258,-112.090393,35.900991,-112.045186,35.826269,-111.793857,35.962491,-111.586742,36.17392,-111.630705,1,19
1090,35.4032045,-111.7056717,2471.0,35.614844,-111.749642,35.478302,-111.955523,35.266874,-111.911062,35.19183,-111.661944,35.327896,-111.456312,35.539481,-111.499547,1,19
1091,34.76841833,-111.575208,1878.0,34.980236,-111.618457,34.843841,-111.822874,34.63223,-111.779141,34.55686,-111.532196,34.69279,-111.328027,34.904553,-111.370553,1,19
1092,34.13305733,-111.446875,1324.0,34.345074,-111.489419,34.208809,-111.692392,33.996994,-111.649371,33.921294,-111.404562,34.057105,-111.201836,34.269068,-111.24367,1,19
1093,33.497058,-111.3206215,1271.0,33.709296,-111.362478,33.573143,-111.564026,33.361102,-111.521698,33.285068,-111.27899,33.420777,-111.077689,33.632962,-111.118848,1,19
1094,32.86035433,-111.1963975,719.0,33.072835,-111.237583,32.936776,-111.437724,32.724488,-111.396074,32.648117,-111.155432,32.783741,-110.955537,32.996169,-110.996035,1,19
1095,32.22288367,-111.0741548,916.0,32.435628,-111.114685,32.299647,-111.313438,32.08709,-111.272449,32.010377,-111.03384,32.145934,-110.835331,32.358626,-110.875186,1,19
1096,31.58458383,-110.9538475,1165.0,31.797612,-110.993738,31.661693,-111.191121,31.448847,-111.150777,31.371788,-110.914167,31.507293,-110.717028,31.72027,-110.756254,1,19
1097,49.0924375,-114.871425,1434.0,49.306956,-114.935636,49.162051,-115.179177,48.947913,-115.114298,48.878358,-114.807642,49.022445,-114.564343,49.236902,-114.627454,2,19
1098,48.45027483,-114.6813447,1708.0,48.664306,-114.744283,48.520123,-114.98583,48.30646,-114.922233,48.236671,-114.618822,48.38006,-114.37752,48.594029,-114.43938,2,19
1099,47.80948767,-114.4950067,1005.0,48.023077,-114.55671,47.879575,-114.796291,47.666343,-114.733939,47.596314,-114.433707,47.739045,-114.194373,47.952572,-114.25502,2,19
1100,47.1699445,-114.3123043,1853.0,47.383135,-114.372808,47.240276,-114.610452,47.027432,-114.549309,46.957159,-114.252193,47.099268,-114.014798,47.312397,-114.074266,2,19
1101,46.5315205,-114.133132,1047.0,46.744353,-114.19247,46.6021,-114.428205,46.389604,-114.368237,46.319083,-114.074175,46.460606,-113.838691,46.673377,-113.897014,2,19
1102,45.89409717,-113.9573908,1412.0,46.106611,-114.015596,45.96493,-114.24945,45.752743,-114.190623,45.681969,-113.899556,45.822939,-113.665955,46.035391,-113.723165,2,19
1103,45.25756017,-113.784984,1857.0,45.469792,-113.842088,45.32865,-114.074088,45.116736,-114.016371,45.045705,-113.72824,45.186154,-113.496494,45.398324,-113.552623,2,19
1104,44.62180117,-113.6158183,2916.0,44.833787,-113.671852,44.693152,-113.902024,44.481475,-113.845386,44.410183,-113.560135,44.550143,-113.330218,44.762067,-113.385295,2,19
1105,43.98671583,-113.4498047,2065.0,44.19849,-113.504798,44.058332,-113.733167,43.846859,-113.677579,43.775301,-113.395152,43.9148,-113.167039,44.126513,-113.221093,2,19
1106,43.35220417,-113.2868567,1577.0,43.563799,-113.340837,43.42409,-113.567431,43.212788,-113.512864,43.14096,-113.233207,43.280027,-113.006871,43.491561,-113.05993,2,19
1107,42.71817017,-113.126891,1343.0,42.929617,-113.179886,42.790329,-113.404729,42.579167,-113.351155,42.507066,-113.074218,42.645728,-112.849633,42.857114,-112.901725,2,19
1108,42.084521,-112.9698272,1471.0,42.295851,-113.021864,42.156957,-113.24498,41.945904,-113.192373,41.873526,-112.918104,42.011809,-112.695246,42.223079,-112.746396,2,19
1109,41.45116767,-112.8155883,1282.0,41.66241,-112.866692,41.523885,-113.088106,41.312912,-113.03644,41.240253,-112.76479,41.378182,-112.543634,41.589364,-112.593868,2,19
1110,40.81802333,-112.6640995,1282.0,41.029206,-112.714295,40.891025,-112.93403,40.680105,-112.883281,40.607161,-112.614202,40.74476,-112.394724,40.955883,-112.444065,2,19
1111,40.18500467,-112.5152883,1915.0,40.396156,-112.564599,40.258295,-112.782679,40.0474,-112.732822,39.974167,-112.466268,40.111459,-112.248445,40.322551,-112.296917,2,19
1112,39.5520305,-112.3690852,1461.0,39.763177,-112.417534,39.625614,-112.633982,39.414717,-112.584995,39.34119,-112.320919,39.478199,-112.104728,39.689286,-112.152353,2,19
1113,38.91902183,-112.225423,2355.0,39.130189,-112.273032,38.992901,-112.487871,38.781977,-112.43973,38.708154,-112.178089,38.844901,-111.963508,39.056009,-112.010308,2,19
1114,38.28590283,-112.0842368,2726.0,38.497116,-112.131028,38.360082,-112.344279,38.149106,-112.296964,38.074982,-112.037714,38.211488,-111.82472,38.422643,-111.870716,2,19
1115,37.652598,-111.9454635,2275.0,37.863882,-111.991457,37.727081,-112.203143,37.516028,-112.156632,37.441601,-111.899731,37.577885,-111.688303,37.789111,-111.733515,2,19
1116,37.01903517,-111.8090423,1620.0,37.230414,-111.854258,37.093826,-112.0644,36.882672,-112.018674,36.807937,-111.764081,36.94402,-111.554196,37.155342,-111.598645,2,19
1117,36.38514283,-111.6749145,1822.0,36.59664,-111.719373,36.460245,-111.92799,36.248967,-111.883029,36.17392,-111.630705,36.309822,-111.422343,36.521263,-111.466047,2,19
1118,35.75085167,-111.5430235,1539.0,35.962491,-111.586742,35.826269,-111.793857,35.614844,-111.749642,35.539481,-111.499547,35.675221,-111.292688,35.886804,-111.335665,2,19
1119,35.11609333,-111.4133145,1968.0,35.327896,-111.456312,35.19183,-111.661944,34.980236,-111.618457,34.904553,-111.370553,35.040149,-111.165176,35.251896,-111.207445,2,19
1120,34.48080033,-111.2857333,2199.0,34.69279,-111.328027,34.55686,-111.532196,34.345074,-111.489419,34.269068,-111.24367,34.404538,-111.039755,34.616472,-111.081333,2,19
1121,33.8449075,-111.1602293,1190.0,34.057105,-111.201836,33.921294,-111.404562,33.709296,-111.362478,33.632962,-111.118848,33.768323,-110.916374,33.980465,-110.957278,2,19
1122,33.20834967,-111.0367522,1181.0,33.420777,-111.077689,33.285068,-111.27899,33.072835,-111.237583,32.996169,-110.996035,33.131438,-110.794986,33.343811,-110.83523,2,19
1123,32.571063,-110.915254,1047.0,32.783741,-110.955537,32.648117,-111.155432,32.435628,-111.114685,32.358626,-110.875186,32.493821,-110.675541,32.706445,-110.715143,2,19
1124,31.932984,-110.7956878,1030.0,32.145934,-110.835331,32.010377,-111.03384,31.797612,-110.993738,31.72027,-110.756254,31.855407,-110.557995,32.068304,-110.596969,2,19
1125,31.294051,-110.678008,1896.0,31.507293,-110.717028,31.371788,-110.914167,31.158726,-110.874695,31.081039,-110.639193,31.216135,-110.442302,31.429325,-110.480663,2,19
1126,48.80802,-114.5016533,2132.0,49.022445,-114.564343,48.878358,-114.807642,48.664306,-114.744283,48.594029,-114.43938,48.737311,-114.196336,48.951671,-114.257936,0,19
1127,48.1661045,-114.3160677,889.0,48.38006,-114.37752,48.236671,-114.618822,48.023077,-114.55671,47.952572,-114.25502,48.095178,-114.013975,48.309069,-114.074359,0,19
1128,47.5255145,-114.134123,926.0,47.739045,-114.194373,47.596314,-114.433707,47.383135,-114.372808,47.312397,-114.074266,47.454365,-113.83519,47.667831,-113.894394,0,19
1129,46.88612133,-113.9557152,1125.0,47.099268,-114.014798,46.957159,-114.252193,46.744353,-114.19247,46.673377,-113.897014,46.814744,-113.659879,47.027827,-113.717937,0,19
1130,46.24780233,-113.7807427,2156.0,46.460606,-113.838691,46.319083,-114.074175,46.106611,-114.015596,46.035391,-113.723165,46.176192,-113.487943,46.388931,-113.544886,0,19
1131,45.61044033,-113.6091087,1914.0,45.822939,-113.665955,45.681969,-113.899556,45.469792,-113.842088,45.398324,-113.552623,45.538592,-113.319285,45.751026,-113.375145,0,19
1132,44.97392383,-113.4407195,2171.0,45.186154,-113.496494,45.045705,-113.72824,44.833787,-113.671852,44.762067,-113.385295,44.901832,-113.153814,45.113998,-113.208622,0,19
1133,44.33814567,-113.2754852,3032.0,44.550143,-113.330218,44.410183,-113.560135,44.19849,-113.504798,44.126513,-113.221093,44.265806,-112.991441,44.477739,-113.045226,0,19
1134,43.70300267,-113.1133187,2550.0,43.9148,-113.167039,43.775301,-113.395152,43.563799,-113.340837,43.491561,-113.05993,43.63041,-112.832082,43.842145,-112.884872,0,19
1135,43.06839683,-112.9541365,1427.0,43.280027,-113.006871,43.14096,-113.233207,42.929617,-113.179886,42.857114,-112.901725,42.995548,-112.675654,43.207115,-112.727476,0,19
1136,42.4342335,-112.7978575,1585.0,42.645728,-112.849633,42.507066,-113.074218,42.295851,-113.021864,42.223079,-112.746396,42.361123,-112.522077,42.572554,-112.572957,0,19
1137,41.8004205,-112.644404,1375.0,42.011809,-112.695246,41.873526,-112.918104,41.66241,-112.866692,41.589364,-112.593868,41.727044,-112.371275,41.93837,-112.421239,0,19
1138,41.16687,-112.4937008,1282.0,41.378182,-112.543634,41.240253,-112.76479,41.029206,-112.714295,40.955883,-112.444065,41.093223,-112.223175,41.304473,-112.272246,0,19
1139,40.53349667,-112.3456757,1457.0,40.74476,-112.394724,40.607161,-112.614202,40.396156,-112.564599,40.322551,-112.296917,40.459575,-112.077705,40.670777,-112.125907,0,19
1140,39.90021767,-112.2002582,1774.0,40.111459,-112.248445,39.974167,-112.466268,39.763177,-112.417534,39.689286,-112.152353,39.826018,-111.934797,40.037199,-111.982152,0,19
1141,39.26695217,-112.0573807,1933.0,39.478199,-112.104728,39.34119,-112.320919,39.130189,-112.273032,39.056009,-112.010308,39.19247,-111.794383,39.403656,-111.840914,0,19
1142,38.63362317,-111.9169782,2745.0,38.844901,-111.963508,38.708154,-112.178089,38.497116,-112.131028,38.422643,-111.870716,38.558854,-111.6564,38.770071,-111.702128,0,19
1143,38.00015417,-111.778987,2899.0,38.211488,-111.82472,38.074982,-112.037714,37.863882,-111.991457,37.789111,-111.733515,37.925094,-111.520785,38.136368,-111.565731,0,19
1144,37.3664715,-111.6433465,1870.0,37.577885,-111.688303,37.441601,-111.899731,37.230414,-111.854258,37.155342,-111.598645,37.291116,-111.38748,37.502471,-111.431662,0,19
1145,36.7325025,-111.5099975,1716.0,36.94402,-111.554196,36.807937,-111.764081,36.59664,-111.719373,36.521263,-111.466047,36.656848,-111.256425,36.868307,-111.299863,0,19
1146,36.098177,-111.378883,1376.0,36.309822,-111.422343,36.17392,-111.630705,35.962491,-111.586742,35.886804,-111.335665,36.022219,-111.127565,36.233806,-111.170278,0,19
1147,35.46342533,-111.2499482,1407.0,35.675221,-111.292688,35.539481,-111.499547,35.327896,-111.456312,35.251896,-111.207445,35.38716,-111.000846,35.598898,-111.042851,0,19
1148,34.82818,-111.123139,1874.0,35.040149,-111.165176,34.904553,-111.370553,34.69279,-111.328027,34.616472,-111.081333,34.751602,-110.876215,34.963514,-110.91753,0,19
1149,34.192374,-110.9984037,1667.0,34.404538,-111.039755,34.269068,-111.24367,34.057105,-111.201836,33.980465,-110.957278,34.11548,-110.753621,34.327588,-110.794262,0,19
1150,33.55594233,-110.8756925,912.0,33.768323,-110.916374,33.632962,-111.118848,33.420777,-111.077689,33.343811,-110.83523,33.478728,-110.633015,33.691053,-110.672999,0,19
1151,32.91881983,-110.7549572,669.0,33.131438,-110.794986,32.996169,-110.996035,32.783741,-110.955537,32.706445,-110.715143,32.841281,-110.51435,33.053845,-110.553692,0,19
1152,32.28094317,-110.6361503,1175.0,32.493821,-110.675541,32.358626,-110.875186,32.145934,-110.835331,32.068304,-110.596969,32.203075,-110.39758,32.415899,-110.436295,0,19
1153,31.64224917,-110.519227,1436.0,31.855407,-110.557995,31.72027,-110.756254,31.507293,-110.717028,31.429325,-110.480663,31.564048,-110.282659,31.777152,-110.320763,0,19
1154,49.1660635,-114.3199492,1981.0,49.380898,-114.38238,49.236902,-114.627454,49.022445,-114.564343,48.951671,-114.257936,49.094849,-114.013126,49.309616,-114.074456,1,19
1155,48.5229745,-114.1351448,1117.0,48.737311,-114.196336,48.594029,-114.43938,48.38006,-114.37752,48.309069,-114.074359,48.451555,-113.831581,48.665823,-113.891693,1,19
1156,47.881295,-113.9539877,1726.0,48.095178,-114.013975,47.952572,-114.25502,47.739045,-114.194373,47.667831,-113.894394,47.809664,-113.653617,48.02348,-113.712547,1,19
1157,47.24089167,-113.7763725,1642.0,47.454365,-113.83519,47.312397,-114.074266,47.099268,-114.014798,47.027827,-113.717937,47.169043,-113.479131,47.38245,-113.536913,1,19
1158,46.6016385,-113.6021968,1919.0,46.814744,-113.659879,46.673377,-113.897014,46.460606,-113.838691,46.388931,-113.544886,46.529567,-113.308022,46.742606,-113.364689,1,19
1159,45.96341483,-113.4313635,2452.0,46.176192,-113.487943,46.035391,-113.723165,45.822939,-113.665955,45.751026,-113.375145,45.891115,-113.140195,46.103826,-113.195778,1,19
1160,45.32610533,-113.2637778,2135.0,45.538592,-113.319285,45.398324,-113.552623,45.186154,-113.496494,45.113998,-113.208622,45.253572,-112.975556,45.465992,-113.030087,1,19
1161,44.6896005,-113.0993493,2533.0,44.901832,-113.153814,44.762067,-113.385295,44.550143,-113.330218,44.477739,-113.045226,44.616828,-112.814018,44.828994,-112.867525,1,19
1162,44.0537945,-112.9379908,1928.0,44.265806,-112.991441,44.126513,-113.221093,43.9148,-113.167039,43.842145,-112.884872,43.980779,-112.655494,44.192724,-112.708006,1,19
1163,43.418586,-112.7796175,1577.0,43.63041,-112.832082,43.491561,-113.05993,43.280027,-113.006871,43.207115,-112.727476,43.345322,-112.499901,43.557081,-112.551445,1,19
1164,42.78387867,-112.6241485,1386.0,42.995548,-112.675654,42.857114,-112.901725,42.645728,-112.849633,42.572554,-112.572957,42.710362,-112.34716,42.921966,-112.397762,1,19
1165,42.14957783,-112.4715052,1671.0,42.361123,-112.522077,42.223079,-112.746396,42.011809,-112.695246,41.93837,-112.421239,42.075803,-112.197194,42.287283,-112.246879,1,19
1166,41.51559383,-112.321612,1280.0,41.727044,-112.371275,41.589364,-112.593868,41.378182,-112.543634,41.304473,-112.272246,41.441557,-112.049928,41.652943,-112.098721,1,19
1167,40.88183917,-112.1743963,1286.0,41.093223,-112.223175,40.955883,-112.444065,40.74476,-112.394724,40.670777,-112.125907,40.807536,-111.905291,41.018856,-111.953216,1,19
1168,40.2482295,-112.0297877,1476.0,40.459575,-112.077705,40.322551,-112.296917,40.111459,-112.248445,40.037199,-111.982152,40.173655,-111.763214,40.384938,-111.810293,1,19
1169,39.614683,-111.8877178,1591.0,39.826018,-111.934797,39.689286,-112.152353,39.478199,-112.104728,39.403656,-111.840914,39.539833,-111.62363,39.751106,-111.669885,1,19
1170,38.98112017,-111.7481215,2101.0,39.19247,-111.794383,39.056009,-112.010308,38.844901,-111.963508,38.770071,-111.702128,38.905991,-111.486475,39.117279,-111.531927,1,19
1171,38.34746367,-111.6109348,2179.0,38.558854,-111.6564,38.422643,-111.870716,38.211488,-111.82472,38.136368,-111.565731,38.27205,-111.351686,38.483379,-111.396356,1,19
